registration;subjectCode;term;classId;credits;grade;status
100110001;1108089;2000.2;0;4;-;Trancado
100110001;1108089;2001.1;0;4;"7,6";Aprovado
100110001;1108090;2001.2;0;4;"8,3";Aprovado
100110001;1109035;2000.1;0;4;"7,5";Aprovado
100110001;1109101;2001.1;0;4;"5,7";Aprovado
100110001;1109103;2000.1;0;4;"8,5";Aprovado
100110001;1109104;2000.2;0;4;"7,9";Aprovado
100110001;1109113;2000.2;0;4;"5,8";Aprovado
100110001;1114107;2001.1;0;4;5;Aprovado
100110001;1114114;2001.2;0;4;"7,4";Aprovado
100110001;1301014;2003.1;2;4;"8,8";Aprovado
100110001;1301061;2003.2;2;4;"8,4";Aprovado
100110001;1303021;2003.2;3;4;"9,3";Aprovado
100110001;1304055;2003.1;4;2;9;Aprovado
100110001;1305218;2000.2;0;4;"7,8";Aprovado
100110001;1305219;2002.2;1;4;7;Aprovado
100110001;1305220;2002.1;1;2;9;Aprovado
100110001;1307151;2000.1;0;4;9;Aprovado
100110001;1411167;2000.1;0;4;"7,8";Aprovado
100110001;1411168;2001.1;0;4;"7,9";Aprovado
100110001;1411169;2002.1;1;2;"8,9";Aprovado
100110001;1411170;2000.2;0;2;"8,1";Aprovado
100110001;1411171;2001.1;0;4;"7,7";Aprovado
100110001;1411172;2001.2;0;4;"7,2";Aprovado
100110001;1411173;2001.2;0;4;"9,3";Aprovado
100110001;1411174;2000.1;0;4;"7,8";Aprovado
100110001;1411175;2002.1;1;4;"7,3";Aprovado
100110001;1411176;2001.1;0;4;"8,3";Aprovado
100110001;1411177;2001.2;0;4;"8,3";Aprovado
100110001;1411178;2001.2;0;4;"7,8";Aprovado
100110001;1411179;2001.2;0;4;"7,8";Aprovado
100110001;1411180;2000.1;0;4;"7,4";Aprovado
100110001;1411181;2000.2;0;4;"7,1";Aprovado
100110001;1411182;2002.1;2;4;9;Aprovado
100110001;1411183;2002.2;1;2;9;Aprovado
100110001;1411184;2003.1;1;2;"7,2";Aprovado
100110001;1411185;2003.1;1;4;"7,9";Aprovado
100110001;1411186;2003.2;1;6;"9,4";Aprovado
100110001;1411187;2002.1;1;4;"5,3";Aprovado
100110001;1411188;2003.2;1;4;"7,8";Aprovado
100110001;1411189;2003.1;1;4;"7,7";Aprovado
100110001;1411190;2002.2;1;4;"5,5";Aprovado
100110001;1411191;2003.1;1;2;"7,2";Aprovado
100110001;1411192;2002.2;1;4;6;Aprovado
100110001;1411193;2002.1;1;4;7;Aprovado
100110001;1411194;2002.2;1;4;"7,8";Aprovado
100110001;1411195;2002.1;1;4;"7,4";Aprovado
100110001;1411196;2003.2;1;4;"7,6";Aprovado
100110001;1411197;2002.1;1;4;"8,6";Aprovado
100110001;1411201;2003.2;1;4;8;Aprovado
100110001;1411203;2004.1;0;10;"8,5";Aprovado
100110001;1411206;2003.2;1;2;"8,7";Aprovado
100110001;1411211;2002.2;1;4;7;Aprovado
100110001;1411221;2002.2;1;4;-;Trancado
100110001;1411238;2003.2;1;0;"8,5";Aprovado
100110001;1411242;2003.1;1;4;"8,7";Aprovado
100110001;1411244;2003.2;1;4;"7,5";Aprovado
100110002;1108089;2000.2;0;4;"8,7";Aprovado
100110002;1108090;2001.1;0;4;"9,2";Aprovado
100110002;1109035;2000.1;0;4;"9,8";Aprovado
100110002;1109101;2001.1;0;4;10;Aprovado
100110002;1109103;2000.1;0;4;"9,2";Aprovado
100110002;1109104;2000.2;0;4;"9,4";Aprovado
100110002;1109113;2000.2;0;4;"9,3";Aprovado
100110002;1114107;2001.1;0;4;9;Aprovado
100110002;1114114;2002.1;1;4;8;Aprovado
100110002;1301014;2003.2;5;4;"8,2";Aprovado
100110002;1304122;2000.2;0;2;9;Aprovado
100110002;1305218;2000.2;0;4;"9,5";Aprovado
100110002;1305219;2002.1;1;4;10;Aprovado
100110002;1305220;2002.1;1;2;9;Aprovado
100110002;1305253;2005.1;0;0;-;Aprovado
100110002;1307151;2000.1;0;4;"7,3";Aprovado
100110002;1411167;2000.1;0;4;"9,2";Aprovado
100110002;1411168;2000.2;0;4;7;Aprovado
100110002;1411169;2001.2;0;2;"8,7";Aprovado
100110002;1411170;2000.2;0;2;"9,4";Aprovado
100110002;1411171;2001.1;0;4;"9,6";Aprovado
100110002;1411172;2001.1;0;4;"9,6";Aprovado
100110002;1411173;2001.2;0;4;"8,9";Aprovado
100110002;1411174;2000.1;0;4;"6,9";Aprovado
100110002;1411175;2001.2;0;4;"8,2";Aprovado
100110002;1411176;2001.1;0;4;"8,3";Aprovado
100110002;1411177;2001.2;0;4;"7,7";Aprovado
100110002;1411178;2001.2;0;4;"9,5";Aprovado
100110002;1411179;2001.1;0;4;"9,6";Aprovado
100110002;1411180;2000.1;0;4;9;Aprovado
100110002;1411181;2000.2;0;4;"8,3";Aprovado
100110002;1411182;2001.2;0;4;10;Aprovado
100110002;1411183;2002.2;1;2;"9,3";Aprovado
100110002;1411184;2002.2;1;2;"8,6";Aprovado
100110002;1411185;2003.1;1;4;"9,3";Aprovado
100110002;1411186;2003.2;0;6;"6,8";Aprovado
100110002;1411187;2002.2;1;4;"9,3";Aprovado
100110002;1411188;2003.2;0;4;"7,8";Aprovado
100110002;1411189;2003.1;1;4;9;Aprovado
100110002;1411190;2002.1;1;4;"9,3";Aprovado
100110002;1411191;2002.2;1;2;"8,6";Aprovado
100110002;1411192;2002.2;1;4;"7,6";Aprovado
100110002;1411193;2002.1;1;4;"8,5";Aprovado
100110002;1411194;2002.2;1;4;"8,8";Aprovado
100110002;1411195;2002.1;1;4;"8,8";Aprovado
100110002;1411196;2003.1;1;4;"8,1";Aprovado
100110002;1411197;2003.1;1;4;"9,4";Aprovado
100110002;1411203;2005.2;1;10;"7,3";Aprovado
100110002;1411211;2001.2;0;4;9;Aprovado
100110002;1411212;2003.2;0;4;10;Aprovado
100110002;1411222;2003.1;1;4;"8,5";Aprovado
100110002;1411235;2002.1;1;4;"9,1";Aprovado
100110002;1411238;2004.1;1;0;7;Aprovado
100110002;1411242;2003.1;1;4;10;Aprovado
100110002;1411243;2003.2;1;2;"7,6";Aprovado
100110002;1411244;2003.2;0;4;"8,5";Aprovado
100110003;1108089;2000.2;0;4;"8,4";Aprovado
100110003;1109035;2000.1;0;4;"9,2";Aprovado
100110003;1109101;2001.1;0;4;-;Trancado
100110003;1109103;2000.1;0;4;8;Aprovado
100110003;1109104;2000.2;0;4;"7,9";Aprovado
100110003;1109113;2000.2;0;4;"7,5";Aprovado
100110003;1114107;2001.1;0;4;-;Trancado
100110003;1305218;2000.2;0;4;"8,3";Aprovado
100110003;1305220;2001.1;0;2;-;Trancado
100110003;1307151;2000.1;0;4;"7,8";Aprovado
100110003;1411167;2000.1;0;4;"8,3";Aprovado
100110003;1411168;2000.2;0;4;"6,6";Aprovado
100110003;1411170;2000.2;0;2;"9,1";Aprovado
100110003;1411174;2000.1;0;4;"8,3";Aprovado
100110003;1411180;2000.1;0;4;"7,6";Aprovado
100110003;1411181;2000.2;0;4;"7,9";Aprovado
100110004;1108089;2000.2;0;4;8;Aprovado
100110004;1108090;2001.1;0;4;"8,8";Aprovado
100110004;1109035;2000.1;0;4;"8,3";Aprovado
100110004;1109101;2001.1;0;4;"8,5";Aprovado
100110004;1109103;2000.1;0;4;"8,7";Aprovado
100110004;1109104;2000.2;0;4;7;Aprovado
100110004;1109113;2000.2;0;4;"6,5";Aprovado
100110004;1114107;2001.1;0;4;"7,8";Aprovado
100110004;1114114;2002.1;1;4;8;Aprovado
100110004;1301014;2004.1;0;4;"8,7";Aprovado
100110004;1303021;2003.2;2;4;"9,8";Aprovado
100110004;1305020;2004.1;1;3;9;Aprovado
100110004;1305218;2000.2;0;4;"9,3";Aprovado
100110004;1305219;2002.2;1;4;"9,5";Aprovado
100110004;1305220;2002.1;1;2;"9,7";Aprovado
100110004;1307151;2000.1;0;4;"9,5";Aprovado
100110004;1411167;2000.1;0;4;"9,9";Aprovado
100110004;1411168;2000.2;0;4;9;Aprovado
100110004;1411169;2001.2;0;2;"8,3";Aprovado
100110004;1411170;2000.2;0;2;"8,9";Aprovado
100110004;1411171;2001.1;0;4;"8,7";Aprovado
100110004;1411172;2001.1;0;4;"8,9";Aprovado
100110004;1411173;2001.2;0;4;"8,5";Aprovado
100110004;1411174;2000.1;0;4;"8,7";Aprovado
100110004;1411175;2001.2;0;4;"8,7";Aprovado
100110004;1411176;2001.1;0;4;"8,6";Aprovado
100110004;1411177;2001.2;0;4;"8,8";Aprovado
100110004;1411178;2001.2;0;4;9;Aprovado
100110004;1411179;2001.1;0;4;"8,8";Aprovado
100110004;1411180;2000.1;0;4;"7,7";Aprovado
100110004;1411181;2000.2;0;4;"9,3";Aprovado
100110004;1411182;2001.2;0;4;"9,6";Aprovado
100110004;1411183;2002.2;1;2;"8,8";Aprovado
100110004;1411184;2002.2;1;2;"7,9";Aprovado
100110004;1411185;2003.1;1;4;"9,5";Aprovado
100110004;1411186;2003.2;1;6;"9,8";Aprovado
100110004;1411187;2002.2;1;4;-;Trancado
100110004;1411187;2003.1;1;4;"7,1";Aprovado
100110004;1411188;2003.2;1;4;"7,6";Aprovado
100110004;1411189;2003.1;1;4;"8,2";Aprovado
100110004;1411190;2002.1;1;4;"9,2";Aprovado
100110004;1411191;2002.2;1;2;"7,9";Aprovado
100110004;1411192;2002.2;1;4;"8,2";Aprovado
100110004;1411193;2002.1;1;4;"8,3";Aprovado
100110004;1411194;2002.2;1;4;8;Aprovado
100110004;1411195;2002.1;1;4;"9,1";Aprovado
100110004;1411196;2003.2;1;4;"8,7";Aprovado
100110004;1411197;2003.1;1;4;"7,6";Aprovado
100110004;1411201;2004.1;1;4;"8,5";Aprovado
100110004;1411202;2002.1;1;4;"9,8";Aprovado
100110004;1411209;2002.2;1;4;"7,4";Aprovado
100110004;1411211;2001.2;0;4;"8,3";Aprovado
100110004;1411217;2004.1;1;4;9;Aprovado
100110004;1411235;2002.1;1;4;"9,3";Aprovado
100110004;1411238;2003.1;1;0;9;Aprovado
100110004;1411242;2003.1;1;4;"9,5";Aprovado
100110004;1411244;2003.2;1;4;"8,7";Aprovado
100110005;1108089;2000.2;0;4;-;Trancado
100110005;1108089;2001.1;0;4;"8,7";Aprovado
100110005;1108090;2001.2;0;4;"8,4";Aprovado
100110005;1109035;2000.1;0;4;"9,8";Aprovado
100110005;1109101;2001.1;0;4;"7,5";Aprovado
100110005;1109103;2000.1;0;4;"9,3";Aprovado
100110005;1109104;2000.2;0;4;"7,9";Aprovado
100110005;1109113;2000.2;0;4;"6,3";Aprovado
100110005;1114107;2001.1;0;4;7;Aprovado
100110005;1114114;2001.2;0;4;"6,4";Aprovado
100110005;1301014;2002.1;1;4;"8,5";Aprovado
100110005;1301061;2003.2;0;4;"8,1";Aprovado
100110005;1303021;2003.1;2;4;"9,3";Aprovado
100110005;1304022;2000.2;0;2;9;Aprovado
100110005;1305020;2003.2;1;3;9;Aprovado
100110005;1305218;2000.2;0;4;8;Aprovado
100110005;1305219;2002.2;1;4;9;Aprovado
100110005;1305220;2002.1;1;2;"9,7";Aprovado
100110005;1307150;2000.1;0;4;"8,7";Aprovado
100110005;1307151;2000.1;0;4;9;Aprovado
100110005;1411167;2000.1;0;4;"8,5";Aprovado
100110005;1411168;2000.2;0;4;"7,9";Aprovado
100110005;1411169;2001.2;0;2;"8,4";Aprovado
100110005;1411170;2000.2;0;2;"9,2";Aprovado
100110005;1411171;2001.1;0;4;"8,7";Aprovado
100110005;1411172;2001.1;0;4;7;Aprovado
100110005;1411173;2001.2;0;4;"9,4";Aprovado
100110005;1411174;2000.1;0;4;"8,3";Aprovado
100110005;1411175;2002.1;1;4;"9,5";Aprovado
100110005;1411176;2001.1;0;4;"7,6";Aprovado
100110005;1411177;2001.2;0;4;"7,6";Aprovado
100110005;1411178;2001.2;0;4;"8,5";Aprovado
100110005;1411179;2001.1;0;4;"8,8";Aprovado
100110005;1411180;2000.1;0;4;"8,6";Aprovado
100110005;1411181;2000.2;0;4;"9,4";Aprovado
100110005;1411182;2002.1;2;4;"9,6";Aprovado
100110005;1411183;2002.2;1;2;"9,2";Aprovado
100110005;1411184;2003.1;1;2;"7,5";Aprovado
100110005;1411185;2003.1;1;4;8;Aprovado
100110005;1411186;2003.2;0;6;"9,5";Aprovado
100110005;1411187;2002.2;1;4;7;Aprovado
100110005;1411188;2003.1;1;4;8;Aprovado
100110005;1411189;2003.1;1;4;"8,3";Aprovado
100110005;1411190;2002.2;1;4;"8,1";Aprovado
100110005;1411191;2003.1;1;2;"7,5";Aprovado
100110005;1411192;2002.2;1;4;"7,5";Aprovado
100110005;1411193;2002.1;1;4;8;Aprovado
100110005;1411194;2002.2;1;4;"7,4";Aprovado
100110005;1411195;2002.1;1;4;"7,3";Aprovado
100110005;1411196;2003.2;0;4;"7,8";Aprovado
100110005;1411197;2003.2;0;4;"9,2";Aprovado
100110005;1411201;2001.2;0;4;"7,6";Aprovado
100110005;1411202;2002.1;1;4;"9,3";Aprovado
100110005;1411206;2003.2;0;2;"9,2";Aprovado
100110005;1411221;2002.2;1;4;"8,5";Aprovado
100110005;1411238;2003.1;1;0;9;Aprovado
100110005;1411242;2003.1;1;4;9;Aprovado
100110005;1411244;2003.2;0;4;8;Aprovado
100110006;1109035;2000.2;0;4;-;Trancado
100110006;1109103;2000.2;0;4;-;Trancado
100110006;1307151;2000.2;0;4;-;Trancado
100110006;1411167;2000.2;0;4;-;Trancado
100110006;1411174;2000.2;0;4;-;Trancado
100110006;1411180;2000.2;0;4;-;Trancado
100110008;1108089;2000.2;0;4;-;Trancado
100110008;1108089;2001.1;0;4;"8,3";Aprovado
100110008;1108090;2001.2;0;4;"8,5";Aprovado
100110008;1109035;2000.1;0;4;"9,5";Aprovado
100110008;1109101;2001.1;0;4;"9,2";Aprovado
100110008;1109103;2000.1;0;4;"8,3";Aprovado
100110008;1109104;2000.2;0;4;"7,8";Aprovado
100110008;1109113;2000.2;0;4;7;Aprovado
100110008;1114107;2001.1;0;4;"7,5";Aprovado
100110008;1114114;2001.2;0;4;"8,8";Aprovado
100110008;1304055;2003.2;2;2;"9,5";Aprovado
100110008;1305218;2000.2;0;4;"9,6";Aprovado
100110008;1305219;2002.2;1;4;10;Aprovado
100110008;1305220;2002.1;1;2;9;Aprovado
100110008;1307151;2000.1;0;4;"9,5";Aprovado
100110008;1411167;2000.1;0;4;"9,1";Aprovado
100110008;1411168;2000.2;0;4;"8,3";Aprovado
100110008;1411169;2001.2;0;2;"8,7";Aprovado
100110008;1411170;2000.2;0;2;"9,7";Aprovado
100110008;1411171;2001.1;0;4;"9,1";Aprovado
100110008;1411172;2001.1;0;4;"8,5";Aprovado
100110008;1411173;2001.2;0;4;"8,7";Aprovado
100110008;1411174;2000.1;0;4;"8,7";Aprovado
100110008;1411175;2002.1;1;4;"8,9";Aprovado
100110008;1411176;2001.1;0;4;"8,7";Aprovado
100110008;1411177;2001.2;0;4;"8,7";Aprovado
100110008;1411178;2001.2;0;4;"8,3";Aprovado
100110008;1411179;2001.1;0;4;"9,1";Aprovado
100110008;1411180;2000.1;0;4;"9,6";Aprovado
100110008;1411181;2000.2;0;4;"9,3";Aprovado
100110008;1411182;2002.1;2;4;"9,9";Aprovado
100110008;1411183;2002.2;1;2;"9,3";Aprovado
100110008;1411184;2003.1;1;2;"7,4";Aprovado
100110008;1411185;2003.1;1;4;"9,5";Aprovado
100110008;1411186;2003.2;1;6;"9,4";Aprovado
100110008;1411187;2002.2;1;4;"8,8";Aprovado
100110008;1411188;2003.2;1;4;"7,8";Aprovado
100110008;1411189;2003.1;1;4;"8,7";Aprovado
100110008;1411190;2002.2;1;4;10;Aprovado
100110008;1411191;2003.1;1;2;"7,4";Aprovado
100110008;1411192;2002.2;1;4;8;Aprovado
100110008;1411193;2002.1;1;4;"8,5";Aprovado
100110008;1411194;2002.2;1;4;"8,4";Aprovado
100110008;1411195;2002.1;1;4;"9,2";Aprovado
100110008;1411196;2003.2;1;4;"8,9";Aprovado
100110008;1411197;2003.2;1;4;"9,3";Aprovado
100110008;1411201;2004.1;1;4;10;Aprovado
100110008;1411202;2002.1;1;4;"9,9";Aprovado
100110008;1411207;2004.1;1;4;9;Aprovado
100110008;1411209;2002.2;1;4;"7,8";Aprovado
100110008;1411210;2004.1;1;4;9;Aprovado
100110008;1411211;2001.2;0;4;"9,3";Aprovado
100110008;1411222;2003.1;1;4;"8,5";Aprovado
100110008;1411235;2002.1;1;4;"8,8";Aprovado
100110008;1411238;2004.1;1;0;9;Aprovado
100110008;1411242;2003.1;1;4;10;Aprovado
100110008;1411244;2003.2;1;4;"8,7";Aprovado
100110009;1108089;2001.1;0;4;"7,1";Aprovado
100110009;1108090;2001.2;0;4;"7,6";Aprovado
100110009;1109035;2000.1;0;4;"7,5";Aprovado
100110009;1109101;2001.1;0;4;"8,2";Aprovado
100110009;1109103;2000.1;0;4;"7,3";Aprovado
100110009;1109104;2000.2;0;4;"5,3";Aprovado
100110009;1109113;2000.2;0;4;"7,3";Aprovado
100110009;1114107;2001.2;0;4;"5,1";Aprovado
100110009;1114114;2002.1;1;4;"8,8";Aprovado
100110009;1303021;2004.1;1;4;10;Aprovado
100110009;1305166;2000.2;0;4;9;Aprovado
100110009;1305218;2001.2;0;4;"8,2";Aprovado
100110009;1305219;2004.1;1;4;8;Aprovado
100110009;1305220;2002.1;1;2;10;Aprovado
100110009;1307151;2000.1;0;4;9;Aprovado
100110009;1411167;2000.1;0;4;"8,3";Aprovado
100110009;1411168;2000.2;0;4;"8,7";Aprovado
100110009;1411169;2001.2;0;2;"8,9";Aprovado
100110009;1411170;2000.2;0;2;"8,9";Aprovado
100110009;1411171;2001.1;0;4;"8,7";Aprovado
100110009;1411172;2001.1;0;4;"8,7";Aprovado
100110009;1411173;2001.2;0;4;"9,3";Aprovado
100110009;1411174;2000.1;0;4;"9,2";Aprovado
100110009;1411175;2002.1;1;4;"8,9";Aprovado
100110009;1411176;2001.1;0;4;"8,3";Aprovado
100110009;1411177;2002.1;1;4;"7,4";Aprovado
100110009;1411178;2001.2;0;4;9;Aprovado
100110009;1411179;2001.1;0;4;"8,8";Aprovado
100110009;1411180;2000.1;0;4;"7,5";Aprovado
100110009;1411181;2000.2;0;4;"8,8";Aprovado
100110009;1411182;2002.1;1;4;"8,6";Aprovado
100110009;1411183;2002.2;1;2;"8,8";Aprovado
100110009;1411184;2003.1;1;2;"7,4";Aprovado
100110009;1411185;2003.1;1;4;"9,9";Aprovado
100110009;1411186;2003.2;1;6;10;Aprovado
100110009;1411187;2002.2;1;4;"8,1";Aprovado
100110009;1411188;2003.2;1;4;8;Aprovado
100110009;1411189;2002.2;1;4;9;Aprovado
100110009;1411190;2002.2;1;4;"9,3";Aprovado
100110009;1411191;2003.1;1;2;"7,4";Aprovado
100110009;1411192;2002.2;1;4;"7,4";Aprovado
100110009;1411193;2002.1;1;4;"8,3";Aprovado
100110009;1411194;2003.1;1;4;"8,6";Aprovado
100110009;1411195;2002.2;1;4;"9,5";Aprovado
100110009;1411196;2003.1;1;4;"8,8";Aprovado
100110009;1411197;2003.2;1;4;"8,9";Aprovado
100110009;1411198;2003.2;1;4;10;Aprovado
100110009;1411203;2004.1;0;10;10;Aprovado
100110009;1411208;2004.1;1;4;"8,8";Aprovado
100110009;1411211;2001.2;0;4;"9,1";Aprovado
100110009;1411221;2003.1;1;4;"8,7";Aprovado
100110009;1411235;2002.1;1;4;9;Aprovado
100110009;1411236;2003.2;1;4;"9,5";Aprovado
100110009;1411238;2004.1;1;0;9;Aprovado
100110010;1109035;2000.1;0;4;5;Aprovado
100110010;1109101;2000.2;0;4;0;Reprovado por Falta
100110010;1109103;2000.1;0;4;"2,3";Reprovado
100110010;1109103;2000.2;0;4;0;Reprovado por Falta
100110010;1109103;2001.1;0;4;0;Reprovado por Falta
100110010;1109113;2000.2;0;4;1;Reprovado
100110010;1109113;2001.1;0;4;"1,4";Reprovado
100110010;1304022;2001.1;0;2;0;Reprovado por Falta
100110010;1305218;2000.2;0;4;9;Aprovado
100110010;1307151;2000.1;0;4;"6,4";Aprovado
100110010;1411167;2000.1;0;4;"1,3";Reprovado
100110010;1411167;2000.2;0;4;3;Reprovado
100110010;1411174;2000.1;0;4;6;Aprovado
100110010;1411176;2001.1;0;4;0;Reprovado por Falta
100110010;1411180;2000.1;0;4;"3,8";Reprovado
100110010;1411180;2000.2;0;4;"3,9";Reprovado
100110011;1108089;2000.2;0;4;-;Trancado
100110011;1108089;2001.2;0;4;5;Aprovado
100110011;1108090;2002.1;1;4;7;Aprovado
100110011;1109035;2000.1;0;4;9;Aprovado
100110011;1109101;2001.1;0;4;7;Aprovado
100110011;1109103;2000.1;0;4;8;Aprovado
100110011;1109104;2001.1;0;4;"6,1";Aprovado
100110011;1109113;2000.2;0;4;5;Aprovado
100110011;1114107;2001.2;0;4;-;Trancado
100110011;1114107;2002.1;2;4;"6,6";Aprovado
100110011;1114114;2002.2;1;4;"5,9";Aprovado
100110011;1301014;2003.1;4;4;"8,5";Aprovado
100110011;1303021;2004.1;2;4;8;Aprovado
100110011;1305020;2004.1;1;3;9;Aprovado
100110011;1305033;2004.1;3;3;"7,7";Aprovado
100110011;1305218;2000.2;0;4;8;Aprovado
100110011;1305219;2002.1;1;4;"9,4";Aprovado
100110011;1305220;2002.2;1;2;"8,8";Aprovado
100110011;1305253;2005.1;0;0;-;Dispensa
100110011;1307150;2000.1;0;4;"7,7";Dispensa
100110011;1307151;2000.1;0;4;"8,3";Dispensa
100110011;1411167;2000.2;0;4;"7,9";Aprovado
100110011;1411168;2001.1;0;4;"7,4";Aprovado
100110011;1411169;2002.1;1;2;"7,8";Aprovado
100110011;1411170;2001.1;0;2;"5,4";Aprovado
100110011;1411171;2001.2;0;4;"6,6";Aprovado
100110011;1411172;2001.2;0;4;"5,7";Aprovado
100110011;1411173;2002.1;1;4;7;Aprovado
100110011;1411174;2000.1;0;4;"7,9";Aprovado
100110011;1411175;2002.2;1;4;"7,3";Aprovado
100110011;1411176;2001.1;0;4;"8,2";Aprovado
100110011;1411177;2002.2;1;4;"7,4";Aprovado
100110011;1411178;2001.2;0;4;"7,2";Aprovado
100110011;1411179;2001.2;0;4;"7,6";Aprovado
100110011;1411180;2000.1;0;4;-;Trancado
100110011;1411180;2000.2;0;4;"7,8";Aprovado
100110011;1411181;2001.1;0;4;"8,7";Aprovado
100110011;1411182;2002.2;2;4;"8,2";Aprovado
100110011;1411183;2003.1;1;2;6;Aprovado
100110011;1411184;2003.2;1;2;"7,2";Aprovado
100110011;1411185;2003.2;1;4;"8,4";Aprovado
100110011;1411186;2004.1;1;6;8;Aprovado
100110011;1411187;2004.1;1;4;"5,4";Aprovado
100110011;1411188;2004.2;1;4;7;Aprovado
100110011;1411189;2003.2;0;4;"7,7";Aprovado
100110011;1411190;2003.1;1;4;"5,9";Aprovado
100110011;1411191;2003.2;1;2;"7,2";Aprovado
100110011;1411192;2006.1;1;4;"6,6";Aprovado
100110011;1411193;2002.1;1;4;7;Aprovado
100110011;1411194;2003.2;1;4;"5,6";Aprovado
100110011;1411195;2002.1;1;4;"7,4";Aprovado
100110011;1411196;2006.1;1;4;"5,6";Aprovado
100110011;1411197;2003.1;1;4;"5,2";Aprovado
100110011;1411201;2005.2;1;4;"7,5";Aprovado
100110011;1411203;2004.2;1;10;8;Aprovado
100110011;1411210;2006.1;1;4;7;Aprovado
100110011;1411211;2002.2;1;4;"6,2";Aprovado
100110011;1411238;2005.1;1;0;9;Aprovado
100110011;1411256;2006.1;1;4;-;Trancado
100110011;1411261;2006.2;1;4;9;Aprovado
100110012;1108089;2001.1;0;4;"7,4";Aprovado
100110012;1108090;2001.2;0;4;9;Aprovado
100110012;1109035;2000.2;0;4;"8,4";Aprovado
100110012;1109101;2001.2;0;4;10;Aprovado
100110012;1109103;2000.2;0;4;7;Aprovado
100110012;1109104;2001.1;0;4;"7,5";Aprovado
100110012;1109113;2001.1;0;4;7;Aprovado
100110012;1114107;2002.1;2;4;7;Aprovado
100110012;1114114;2002.2;1;4;"6,2";Aprovado
100110012;1301014;2003.2;4;4;-;Trancado
100110012;1305218;2001.1;0;4;"9,3";Aprovado
100110012;1305219;2003.2;1;4;0;Reprovado por Falta
100110012;1305220;2002.2;1;2;"7,8";Aprovado
100110012;1307150;2000.2;0;4;"8,2";Aprovado
100110012;1307151;2000.2;0;4;"8,2";Aprovado
100110012;1411167;2000.2;0;4;"7,2";Aprovado
100110012;1411168;2001.1;0;4;"6,2";Aprovado
100110012;1411169;2002.1;1;2;"7,9";Aprovado
100110012;1411170;2001.1;0;2;7;Aprovado
100110012;1411171;2001.2;0;4;"5,4";Aprovado
100110012;1411172;2001.2;0;4;"7,1";Aprovado
100110012;1411173;2002.1;1;4;"7,1";Aprovado
100110012;1411174;2000.2;0;4;"7,6";Aprovado
100110012;1411175;2002.1;1;4;"8,1";Aprovado
100110012;1411176;2001.2;0;4;8;Aprovado
100110012;1411177;2002.2;1;4;"7,1";Aprovado
100110012;1411178;2002.1;1;4;"7,2";Aprovado
100110012;1411179;2001.2;0;4;"8,3";Aprovado
100110012;1411180;2000.2;0;4;"8,5";Aprovado
100110012;1411181;2001.1;0;4;"8,6";Aprovado
100110012;1411182;2002.1;1;4;"8,2";Aprovado
100110012;1411183;2003.1;1;2;-;Trancado
100110012;1411193;2002.2;1;4;5;Aprovado
100110012;1411195;2002.2;1;4;"4,3";Reprovado
100110012;1411201;2003.1;1;4;6;Aprovado
100110012;1411202;2003.1;1;4;0;Reprovado por Falta
100110012;1411207;2004.1;1;4;0;Reprovado por Falta
100110013;1108089;2000.2;0;4;-;Trancado
100110013;1108089;2001.1;0;4;"8,1";Aprovado
100110013;1108090;2001.2;0;4;"8,4";Aprovado
100110013;1109035;2000.1;0;4;"9,5";Aprovado
100110013;1109101;2001.1;0;4;"7,8";Aprovado
100110013;1109103;2000.1;0;4;"8,3";Aprovado
100110013;1109104;2000.2;0;4;7;Aprovado
100110013;1109113;2000.2;0;4;"8,2";Aprovado
100110013;1114107;2001.1;0;4;"8,3";Aprovado
100110013;1114114;2001.2;0;4;"7,7";Aprovado
100110013;1303021;2003.1;2;4;"9,7";Aprovado
100110013;1304012;2003.2;2;2;"8,5";Aprovado
100110013;1305218;2000.2;0;4;9;Aprovado
100110013;1305219;2002.2;1;4;9;Aprovado
100110013;1305220;2002.1;1;2;"9,7";Aprovado
100110013;1307151;2000.1;0;4;9;Aprovado
100110013;1411167;2000.1;0;4;"9,5";Aprovado
100110013;1411168;2000.2;0;4;"8,3";Aprovado
100110013;1411169;2001.2;0;2;9;Aprovado
100110013;1411170;2000.2;0;2;"8,8";Aprovado
100110013;1411171;2001.1;0;4;"9,3";Aprovado
100110013;1411172;2001.1;0;4;"8,6";Aprovado
100110013;1411173;2001.2;0;4;"9,8";Aprovado
100110013;1411174;2000.1;0;4;"8,7";Aprovado
100110013;1411175;2002.1;1;4;"8,6";Aprovado
100110013;1411176;2001.1;0;4;"8,3";Aprovado
100110013;1411177;2001.2;0;4;9;Aprovado
100110013;1411178;2001.2;0;4;9;Aprovado
100110013;1411179;2001.1;0;4;"8,8";Aprovado
100110013;1411180;2000.1;0;4;"8,1";Aprovado
100110013;1411181;2000.2;0;4;"8,2";Aprovado
100110013;1411182;2002.1;2;4;"9,2";Aprovado
100110013;1411183;2002.2;1;2;"9,2";Aprovado
100110013;1411184;2003.1;1;2;"7,1";Aprovado
100110013;1411185;2003.1;1;4;"9,5";Aprovado
100110013;1411186;2003.2;1;6;"9,8";Aprovado
100110013;1411187;2002.2;1;4;7;Aprovado
100110013;1411188;2003.2;1;4;"7,8";Aprovado
100110013;1411189;2003.1;1;4;"8,3";Aprovado
100110013;1411190;2002.2;1;4;"7,5";Aprovado
